Company_Code,ticker,company_name,sector
VDP,VDP,Công ty Cổ phần Dược phẩm Trung ương Vidipha,Dược phẩm
VE1,VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Xây dựng
VE4,VE4,Công ty Cổ phần Xây dựng điện VNECO4,Xây dựng
VE3,VE3,Công ty Cổ phần Xây dựng điện VNECO 3,Xây dựng
GGG,GGG,Công ty Cổ phần Ô tô Giải Phóng,Sản xuất ô tô
VDT,VDT,Công ty Cổ phần Lưới thép Bình Tây,Thép và sản phẩm thép
VE8,VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Xây dựng
MSN,MSN,Công ty Cổ phần Tập đoàn MaSan,Thực phẩm
ECI,ECI,Công ty Cổ phần Bản đồ và Tranh ảnh giáo dục,"Sách, ấn bản & sản phẩm văn hóa"
L10,L10,Công ty Cổ phần LILAMA 10,Máy công nghiệp
VE9,VE9,Công ty Cổ phần Đầu tư và xây dựng VNECO 9,Xây dựng
L12,L12,Công ty cổ phần Licogi 12,Xây dựng
L14,L14,Công ty Cổ phần Licogi 14,Xây dựng
L18,L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,Xây dựng
VEC,VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Phần cứng
MTC,MTC,CTCP Dịch vụ Du lịch Mỹ Trà,Dịch vụ tiêu dùng chuyên ngành
MTH,MTH,Công ty Cổ phần Môi trường Đô thị Hà Đông,Chất thải & Môi trường
ILC,ILC,Công ty Cổ phần Hợp tác lao động với nước ngoài,Đào tạo & Việc làm
MTG,MTG,Công ty Cổ phần MT GAS,Phân phối xăng dầu & khí đốt
GHC,GHC,Công ty Cổ phần Thủy điện Gia Lai,Sản xuất & Phân phối Điện
VES,VES,Công ty Cổ phần Đầu tư và Xây dựng điện Mê Ca Vneco,Bất động sản
MTP,MTP,Công ty cổ phần Dược Medipharco,Dược phẩm
VFC,VFC,Công ty Cổ phần Vinafco,Vận tải Thủy
TBC,TBC,Công ty Cổ phần Thủy điện Thác Bà,Sản xuất & Phân phối Điện
VFG,VFG,Công ty Cổ phần Khử trùng Việt Nam,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
TBD,TBD,Tổng Công ty Thiết bị Điện Đông Anh - Công ty Cổ phần,Thiết bị điện
IME,IME,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Máy công nghiệp
VFR,VFR,Công ty Cổ phần Vận tải và Thuê tàu,Vận tải Thủy
TBR,TBR,Công ty cổ phần Địa ốc Tân Bình,Bất động sản
CAD,CAD,Công ty Cổ phần Chế biến và Xuất nhập khẩu Thủy sản Cadovimex,Nuôi trồng nông & hải sản
TBT,TBT,CTCP Xây dựng Công trình Giao thông Bến Tre,Xây dựng
GIL,GIL,Công ty Cổ phần Sản Xuất Kinh Doanh Xuất Nhập Khẩu Bình Thạnh,Hàng May mặc
TBX,TBX,Công ty Cổ phần Xi măng Thái Bình,Vật liệu xây dựng & Nội thất
IMP,IMP,Công ty Cổ phần dược phẩm Imexpharm,Dược phẩm
IN4,IN4,Công ty Cổ phần In số 4,"Sách, ấn bản & sản phẩm văn hóa"
L35,L35,Công ty Cổ phần Cơ khí lắp máy LILAMA,Máy công nghiệp
CAN,CAN,Công ty Cổ phần Đồ hộp Hạ Long,Thực phẩm
CAP,CAP,Công ty Cổ phần Lâm nông sản thực phẩm Yên Bái,Sản xuất giấy
VGC,VGC,Tổng Công ty Viglacera - CTCP,Vật liệu xây dựng & Nội thất
CAT,CAT,Công ty Cổ phần Thủy sản Cà Mau,Nuôi trồng nông & hải sản
VGG,VGG,Tổng Công ty Cổ phần may Việt Tiến,Hàng May mặc
VGI,VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,Viễn thông di động
TCJ,TCJ,Công ty Cổ phần Tô Châu,Nuôi trồng nông & hải sản
TCL,TCL,Công ty Cổ phần Đại lý giao nhận Vận tải xếp dỡ Tân Cảng,Dịch vụ vận tải
VGP,VGP,Công ty Cổ phần Cảng rau quả,"Kho bãi, hậu cần và bảo dưỡng"
INC,INC,Công ty Cổ phần Tư vấn Đầu tư IDICO,Xây dựng
TCM,TCM,Công ty Cổ phần Dệt may - Đầu tư - Thương mại Thành Công,Hàng May mặc
TCO,TCO,Công ty Cổ phần Vận tải đa phương thức Duyên Hải,Nuôi trồng nông & hải sản
TCR,TCR,Công ty Cổ phần Công Nghiệp Gốm sứ Taicera,Vật liệu xây dựng & Nội thất
ING,ING,CTCP Đầu tư và Phát triển Xây dựng,Bất động sản
VGS,VGS,Công ty Cổ phần Ống thép Việt Đức VG PIPE,Thép và sản phẩm thép
TCT,TCT,Công ty Cổ phần Cáp treo Núi Bà Tây Ninh,Vận tải hành khách & Du lịch
INN,INN,Công ty Cổ phần Bao bì và In nông nghiệp,Containers & Đóng gói
L40,L40,Công ty Cổ phần Đầu tư và Xây dựng 40,Xây dựng
TCW,TCW,Công ty Cổ phần Kho vận Tân Cảng,"Kho bãi, hậu cần và bảo dưỡng"
L43,L43,Công ty Cổ phần Lilama 45.3,Xây dựng
L45,L45,Công ty cổ phần Lilama 45.1,Xây dựng
L44,L44,Công ty Cổ phần Lilama 45.4,Máy công nghiệp
VHC,VHC,Công ty Cổ phần Vĩnh Hoàn,Nuôi trồng nông & hải sản
TDC,TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,"Tư Vấn, Định giá, Môi giới Bất động sản"
TDB,TDB,Công ty cổ phần Thủy điện Định Bình,Sản xuất & Phân phối Điện
VHG,VHG,Công ty Cổ phần Tập đoàn Tây Bà Nà,Công nghiệp phức hợp
CC4,CC4,CTCP Đầu tư và Xây dựng Số 4,Xây dựng
VHF,VHF,Công ty Cổ phần Xây dựng và chế biến lương thực Vĩnh Hà,Thực phẩm
TDF,TDF,Công ty cổ phần Trung Đô,Vật liệu xây dựng & Nội thất
VHH,VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Vật liệu xây dựng & Nội thất
TDH,TDH,Công ty Cổ phần Phát triển nhà Thủ Đức,Bất động sản
KSB,KSB,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Vật liệu xây dựng & Nội thất
VHL,VHL,Công ty Cổ phần Viglacera Hạ Long,Vật liệu xây dựng & Nội thất
MWG,MWG,Công ty Cổ phần đầu tư thế giới di động,Phân phối hàng chuyên dụng
KSD,KSD,Công ty cổ phần Đầu tư DNA,Đồ gia dụng lâu bền
CCA,CCA,Công ty cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,Nuôi trồng nông & hải sản
KSH,KSH,Công ty Cổ phần DAMAC GLS,Nuôi trồng nông & hải sản
TDS,TDS,Công ty Cổ phần Thép Thủ Đức - Vnsteel,Thép và sản phẩm thép
TDW,TDW,Công ty Cổ phần Cấp nước Thủ Đức,Nước
CCI,CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp - Thương mại Củ Chi,Phân phối xăng dầu & khí đốt
CCM,CCM,Công ty Cổ phần Khoáng sản & Xi măng Cần Thơ,Vật liệu xây dựng & Nội thất
CCL,CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Bất động sản
KST,KST,Công ty Cổ phần KASATI,Thiết bị viễn thông
XMD,XMD,Công ty Cổ phần Xuân Mai - Đạo Tú,Vật liệu xây dựng & Nội thất
XMC,XMC,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,Vật liệu xây dựng & Nội thất
VID,VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Sản xuất giấy
CCP,CCP,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,"Kho bãi, hậu cần và bảo dưỡng"
VIC,VIC,Tập đoàn VINGROUP - CTCP,Bất động sản
TED,TED,Tổng công ty Tư vấn thiết kế Giao thông vận tải - CTCP,Xây dựng
VIE,VIE,Công ty Cổ phần Công nghệ Viễn thông VITECO,Thiết bị viễn thông
TEL,TEL,Công ty Cổ phần Phát triển Công trình Viễn thông,Xây dựng
VIN,VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,"Kho bãi, hậu cần và bảo dưỡng"
RAL,RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,Thiết bị gia dụng
VIP,VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Vận tải Thủy
VIR,VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Khách sạn
VIT,VIT,Công ty Cổ phần Viglacera Tiên Sơn,Vật liệu xây dựng & Nội thất
TET,TET,Công ty Cổ phần Vải sợi May mặc miền Bắc,Hàng May mặc
CDC,CDC,Công ty Cổ phần Chương Dương,Xây dựng
VIW,VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - CTCP,Xây dựng
L61,L61,Công ty Cổ phần LILAMA 69-1,Máy công nghiệp
CDG,CDG,Công ty cổ phần Cầu Đuống,Vật liệu xây dựng & Nội thất
L63,L63,Công ty Cổ phần Lilama 69-3,Máy công nghiệp
L62,L62,Công ty Cổ phần Lilama 69-2,Máy công nghiệp
KTT,KTT,CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ KTT,Xây dựng
KTS,KTS,Công ty Cổ phần Đường Kon Tum,Thực phẩm
CDN,CDN,Công ty Cổ phần Cảng Đà Nẵng,"Kho bãi, hậu cần và bảo dưỡng"
GLT,GLT,Công ty Cổ phần Kỹ thuật điện toàn cầu,Điện tử tiêu dùng
CDR,CDR,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Xây dựng
RBC,RBC,Công ty cổ phần Công nghiệp và Xuất nhập khẩu Cao su,"Nhựa, cao su & sợi"
GMC,GMC,Công ty cổ phần Garmex Sài Gòn,Hàng May mặc
GMD,GMD,Công ty Cổ phần Gemadept,"Kho bãi, hậu cần và bảo dưỡng"
AAA,AAA,Công ty cổ phần Nhựa An Phát Xanh,"Nhựa, cao su & sợi"
EID,EID,Công ty Cổ phần Đầu tư và Phát triển giáo dục Hà Nội,"Sách, ấn bản & sản phẩm văn hóa"
CEG,CEG,CTCP Tập đoàn Xây dựng và Thiết bị Công nghiệp,Công nghiệp phức hợp
AAM,AAM,Công ty Cổ phần Thủy sản Mekong,Nuôi trồng nông & hải sản
VKC,VKC,Công ty Cổ phần VKCHOLDINGS,Lốp xe
GMX,GMX,Công ty Cổ phần Gạch Ngói Gốm Xây dựng Mỹ Xuân,Vật liệu xây dựng & Nội thất
RCL,RCL,Công ty Cổ phần Địa ốc Chợ Lớn,Bất động sản
VKP,VKP,Công ty Cổ phần Nhựa Tân Hóa,"Nhựa, cao su & sợi"
TGP,TGP,Công ty Cổ phần Trường Phú,Hàng điện & điện tử
TH1,TH1,Công ty Cổ phần Xuất nhập khẩu Tổng hợp I Việt Nam,Phân phối thực phẩm
ABC,ABC,Công ty cổ phần Truyền thông VMG,Viễn thông di động
THB,THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Sản xuất bia
VLF,VLF,Công ty Cổ phần Lương thực thực phẩm Vĩnh Long,Thực phẩm
THG,THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Vật liệu xây dựng & Nội thất
ABT,ABT,Công ty Cổ phần Xuất nhập khẩu thủy sản Bến Tre,Nuôi trồng nông & hải sản
ISG,ISG,Công ty Cổ phần Vận tải biển & Hợp tác Quốc tế,Vận tải Thủy
THP,THP,Công ty cổ phần Thủy sản và Thương mại Thuận Phước,Nuôi trồng nông & hải sản
THS,THS,Công ty Cổ phần Thanh Hoa - Sông Đà,Bán lẻ phức hợp
ISH,ISH,Công ty Cổ phần thủy điện SROK Phu Miêng IDICO,Sản xuất & Phân phối Điện
RDP,RDP,Công ty cổ phần Rạng Đông Holding,"Nhựa, cao su & sợi"
ACC,ACC,Công ty cổ phần Đầu tư và Xây dựng Bình Dương ACC,Vật liệu xây dựng & Nội thất
THT,THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Khai thác Than
ACE,ACE,Công ty Cổ phần Bê tông ly tâm An Giang,Vật liệu xây dựng & Nội thất
H11,H11,Công ty Cổ phần Xây dựng HUD101,Xây dựng
ACL,ACL,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,Nuôi trồng nông & hải sản
VMD,VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Dược phẩm
VMC,VMC,Công ty Cổ phần VIMECO,Xây dựng
CH5,CH5,Công ty cổ phần xây dựng số 5 Hà Nội,Xây dựng
TIE,TIE,Công ty Cổ phần TIE,Hàng điện & điện tử
VMG,VMG,Công ty Cổ phần Thương mại và Dịch vụ dầu khí Vũng Tàu,Phân phối xăng dầu & khí đốt
CGV,CGV,Công ty cổ phần Sành sứ Thủy tinh Việt Nam,Vật liệu xây dựng & Nội thất
PAC,PAC,Công ty Cổ phần Pin Ắc quy miền Nam,Hàng điện & điện tử
REE,REE,Công ty Cổ phần Cơ điện lạnh,Sản xuất & Phân phối Điện
TIG,TIG,Công ty Cổ phần Tập đoàn Đầu tư Thăng long,Bất động sản
ITA,ITA,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Bất động sản
ITD,ITD,Công ty Cổ phần Công nghệ Tiên Phong,Phần mềm
ITC,ITC,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Bất động sản
TIP,TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Bất động sản
PAN,PAN,Công ty Cổ phần Tập đoàn PAN,Thực phẩm
ELC,ELC,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,Thiết bị viễn thông
VMS,VMS,Công ty Cổ phần Phát triển Hàng hải,"Kho bãi, hậu cần và bảo dưỡng"
CHC,CHC,Công ty cổ phần Cẩm Hà,Vật liệu xây dựng & Nội thất
TIS,TIS,Công ty Cổ phần Gang thép Thái Nguyên,Thép và sản phẩm thép
ADC,ADC,Công ty Cổ phần Mĩ thuật và Truyền thông,"Sách, ấn bản & sản phẩm văn hóa"
TIX,TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Bất động sản
ITQ,ITQ,Công ty Cổ phần Tập đoàn Thiên Quang,Thép và sản phẩm thép
VNA,VNA,Công ty Cổ phần vận tải biển VINASHIP,Vận tải Thủy
ITS,ITS,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Máy công nghiệp
VNC,VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Tư vấn & Hỗ trợ KD
TJC,TJC,Công ty Cổ phần Dịch vụ Vận tải và Thương mại,Dịch vụ vận tải
VNE,VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng
CI5,CI5,Công ty Cổ phần Đầu tư Xây dựng số 5,Xây dựng
VNG,VNG,Công ty Cổ phần Du lịch Thành Thành Công,Khách sạn
VNF,VNF,Công ty cổ phần VINAFREIGHT,Dịch vụ vận tải
PBC,PBC,Công ty cổ phần Dược phẩm Trung Ương I - Pharbaco,Dược phẩm
VNH,VNH,Công ty Cổ phần Đầu tư Việt Việt Nhật,Nuôi trồng nông & hải sản
VNM,VNM,Công ty Cổ phần Sữa Việt Nam,Thực phẩm
VNL,VNL,Công ty Cổ phần LOGISTICS VINALINK,Dịch vụ vận tải
VNP,VNP,Công ty Cổ phần nhựa Việt Nam,"Nhựa, cao su & sợi"
CIA,CIA,Công ty Cổ phần Dịch vụ Sân bay Quốc tế Cam Ranh,"Kho bãi, hậu cần và bảo dưỡng"
VNS,VNS,Công ty Cổ phần Ánh Dương Việt Nam,Vận tải hành khách & Du lịch
EME,EME,Công ty Cổ phần Điện Cơ,Thiết bị điện
VNT,VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại thương,Dịch vụ vận tải
CID,CID,Công ty Cổ phần Xây dựng và phát triển cơ sở hạ tầng,Xây dựng
PC1,PC1,Công ty Cổ phần Xây lắp điện 1,Xây dựng
CIG,CIG,Công ty Cổ phần COMA18,Xây dựng
VNX,VNX,Công ty Cổ phần Quảng cáo và Hội chợ thương mại,Dịch vụ truyền thông
CII,CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật T.P Hồ Chí Minh,Xây dựng
CIP,CIP,Công ty Cổ phần Xây lắp và Sản xuất công nghiệp,Xây dựng
VOC,VOC,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,Thực phẩm
TKC,TKC,Công  ty Cổ phần Xây dựng và Kinh doanh Địa ốc Tân Kỷ,Xây dựng
PCF,PCF,Công ty Cổ phần Cà Phê PETEC,Đồ uống & giải khát
PCG,PCG,Công ty Cổ phần Đầu tư và Phát triển Gas Đô Thị,Phân phối xăng dầu & khí đốt
VOS,VOS,Công ty Cổ phần Vận tải biển Việt Nam,Vận tải Thủy
CJC,CJC,Công ty Cổ phần Cơ điện Miền Trung,Thiết bị điện
TL4,TL4,Tổng công ty Xây dựng Thủy lợi 4 - Công ty Cổ phần,Xây dựng
TKU,TKU,Công ty Cổ phần Công nghiệp Tung Kuang,Nhôm
PCT,PCT,Công ty cổ phần Vận tải khí và Hóa chất Việt Nam,Dịch vụ vận tải
VPC,VPC,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,Xây dựng
PDC,PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Vận tải hành khách & Du lịch
TLG,TLG,Công ty Cổ phần Tập đoàn Thiên Long,Đồ gia dụng một lần
PDB,PDB,Công ty cố phần tập đoàn đầu tư DIN Capital,Vật liệu xây dựng & Nội thất
VPH,VPH,Công ty Cổ phần Vạn Phát Hưng,Bất động sản
TLI,TLI,Công ty cổ phần May Quốc Tế Thắng Lợi,Hàng May mặc
TLH,TLH,Công ty Cổ phần Tập đoàn thép Tiến Lên,Thép và sản phẩm thép
VPS,VPS,Công ty Cổ phần thuốc sát trùng Việt Nam,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PDN,PDN,Công ty Cổ phần Cảng Đồng Nai,"Kho bãi, hậu cần và bảo dưỡng"
TLT,TLT,Công ty Cổ phần Viglacera Thăng Long,Vật liệu xây dựng & Nội thất
CKG,CKG,Công ty Cổ phần Tập đoàn Tư vấn Đầu tư & Xây dựng Kiên Giang,Bất động sản
PDR,PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,Bất động sản
AGF,AGF,Công ty Cổ phần Xuất nhập khẩu thủy sản An Giang,Nuôi trồng nông & hải sản
GSP,GSP,Công ty Cổ phần Vận tải Sản Phẩm khí Quốc Tế,Vận tải Thủy
AGM,AGM,Công ty Cổ phần xuất nhập khẩu An Giang,Thực phẩm
AGP,AGP,Công ty Cổ phần Dược phẩm Agimexpharm,Dược phẩm
TMC,TMC,Công ty Cổ phần Thương mại - Xuất nhập khẩu Thủ Đức,Phân phối xăng dầu & khí đốt
RIC,RIC,Công ty Cổ phần Quốc tế Hoàng Gia,Dịch vụ giải trí
CKV,CKV,Công ty Cổ phần COKYVINA,Thiết bị viễn thông
PEC,PEC,Công ty Cổ phần Cơ khí Điện lực,Máy công nghiệp
TMG,TMG,Công ty cổ phần Kim loại màu Thái Nguyên - Vimico,Thép và sản phẩm thép
AGX,AGX,Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn,Phân phối thực phẩm
GTA,GTA,Công ty Cổ phần chế biến gỗ Thuận An,Lâm sản và Chế biến gỗ
NAG,NAG,Công ty Cổ phần Tập đoàn Nagakawa,Hàng điện & điện tử
TMP,TMP,Công ty Cổ phần Thủy điện Thác Mơ,Sản xuất & Phân phối Điện
PEN,PEN,Công ty Cổ phần Xây lắp III Petrolimex,Xây dựng
TMT,TMT,Công ty Cổ phần Ô tô TMT,Sản xuất ô tô
CLC,CLC,Công ty Cổ phần Cát Lợi,Thuốc lá
TMS,TMS,CÔNG TY CỔ PHẦN TRANSIMEX,"Kho bãi, hậu cần và bảo dưỡng"
PEQ,PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Thiết bị và Dịch vụ Dầu khí
CLH,CLH,Công ty Cổ phần Xi măng La Hiên VVMI,Vật liệu xây dựng & Nội thất
PET,PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,Phân phối hàng chuyên dụng
TMX,TMX,Công ty Cổ phần Vicem Thương mại xi măng,Vật liệu xây dựng & Nội thất
CLG,CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất Cotec,Bất động sản
TMW,TMW,Công ty Cổ phần tổng hợp gỗ Tân Mai,Lâm sản và Chế biến gỗ
NAS,NAS,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,"Kho bãi, hậu cần và bảo dưỡng"
CLL,CLL,Công ty Cổ phần Cảng Cát Lái,"Kho bãi, hậu cần và bảo dưỡng"
NAV,NAV,Công ty Cổ phần Nam Việt,Vật liệu xây dựng & Nội thất
GTT,GTT,Công ty Cổ phần Thuận Thảo,Dịch vụ giải trí
TNA,TNA,Công ty Cổ phần Thương Mại Xuất Nhập Khẩu Thiên Nam,Thép và sản phẩm thép
VRC,VRC,Công ty cổ phần Bất động sản và Đầu tư VRC,Bất động sản
TNC,TNC,Công ty Cổ phần Cao su Thống Nhất,"Nhựa, cao su & sợi"
TNB,TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Thép và sản phẩm thép
VRG,VRG,Công ty Cổ phần Phát triển đô thị và khu công nghiệp cao su Việt Nam,Bất động sản
TNG,TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,Hàng May mặc
CLW,CLW,Công ty Cổ phần Cấp nước Chợ Lớn,Nước
NBB,NBB,Công ty Cổ phần Đầu tư Năm Bảy Bảy,Bất động sản
NBE,NBE,Công ty Cổ phần Sách và Thiết bị giáo dục miền Bắc,"Sách, ấn bản & sản phẩm văn hóa"
PFL,PFL,Công ty Cổ phần Dầu khí Đông Đô,Xây dựng
CMC,CMC,Công ty Cổ phần Đầu tư CMC,Máy công nghiệp
TNS,TNS,Công ty Cổ phần Thép Tấm lá Thống Nhất,Thép và sản phẩm thép
CMD,CMD,Công ty cổ phần Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,Vật liệu xây dựng & Nội thất
TNT,TNT,Công ty cổ phần tập đoàn TNT,Vật liệu xây dựng & Nội thất
CMG,CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,Dịch vụ Máy tính
CMF,CMF,Công ty cổ phần Thực phẩm Cholimex,Thực phẩm
NBP,NBP,Công ty Cổ phần Nhiệt điện Ninh Bình,Sản xuất & Phân phối Điện
NBW,NBW,Công ty Cổ phần Cấp nước Nhà Bè,Nước
CMN,CMN,Công ty Cổ phần Lương thực Thực phẩm Colusa-Miliket,Thực phẩm
VSA,VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Dịch vụ vận tải
VSC,VSC,Công ty Cổ phần Tập đoàn Container Việt Nam,"Kho bãi, hậu cần và bảo dưỡng"
CMS,CMS,Công ty Cổ phần Tập Đoàn CMH Việt Nam,Xây dựng
VSH,VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Sản xuất & Phân phối Điện
CMT,CMT,Công ty Cổ phần Công nghệ Mạng và Truyền thông,Phần mềm
VSG,VSG,Công ty Cổ phần Container phía Nam,"Kho bãi, hậu cần và bảo dưỡng"
PGD,PGD,Công ty Cổ phần Phân phối khí Thấp áp Dầu khí Việt Nam,Phân phối xăng dầu & khí đốt
CMV,CMV,Công ty Cổ phần Thương Nghiệp Cà Mau,Bán lẻ phức hợp
PGC,PGC,Tổng Công ty Gas Petrolimex-Công ty Cổ phần,Phân phối xăng dầu & khí đốt
VSI,VSI,Công ty Cổ phần đầu tư và xây dựng cấp thoát nước,Xây dựng
CMX,CMX,Công ty cổ phần Camimex Group,Nuôi trồng nông & hải sản
VST,VST,Công ty Cổ phần Vận tải và Thuê tàu biển Việt Nam,Vận tải Thủy
PGT,PGT,Công ty cổ phần PGT Holdings,Vận tải hành khách & Du lịch
CNG,CNG,Công ty Cổ phần CNG Việt Nam,Phân phối xăng dầu & khí đốt
PGS,PGS,Công ty cổ phần kinh doanh khí miền nam,Phân phối xăng dầu & khí đốt
NCT,NCT,Công ty Cổ phần dịch vụ hàng hóa Nội Bài,"Kho bãi, hậu cần và bảo dưỡng"
NCS,NCS,Công ty cổ phần Suất ăn hàng không Nội Bài,Thực phẩm
VTA,VTA,Công ty Cổ phần Vitaly,Vật liệu xây dựng & Nội thất
GVT,GVT,Công ty Cổ phần Giấy Việt Trì,Sản xuất giấy
VTC,VTC,Công ty Cổ phần viễn thông VTC,Thiết bị viễn thông
VTB,VTB,Công ty Cổ phần Viettronics Tân Bình,Hàng điện & điện tử
TPC,TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,"Nhựa, cao su & sợi"
VTE,VTE,Công ty cổ phần Viễn thông Điện tử VINACAP,Thiết bị viễn thông
CNT,CNT,Công ty Cổ phần Xây dựng và Kinh doanh vật tư,Bất động sản
VTG,VTG,Công ty Cổ phần du lịch tỉnh Bà Rịa - Vũng Tàu,Vận tải hành khách & Du lịch
PHC,PHC,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Xây dựng
VTI,VTI,Công ty Cổ phần Sản xuất – Xuất nhập khẩu Dệt May,Hàng May mặc
VTH,VTH,Công ty Cổ phần Tập đoàn Việt Thái,Hàng điện & điện tử
TPH,TPH,CTCP In sách giáo khoa tại Thành phố Hà Nội,Dịch vụ truyền thông
VTJ,VTJ,Công ty Cổ phần Thương mại và Đầu tư Vinataba,Thuốc lá
VTL,VTL,CTCP Vang Thăng Long,Vang & Rượu mạnh
VTO,VTO,Công ty Cổ phần Vận tải xăng dầu VITACO,Vận tải Thủy
PHH,PHH,Công ty Cổ phần Hồng Hà Việt Nam,Xây dựng
VTP,VTP,Tổng công ty Cổ phần Bưu chính Viettel,Chuyển phát nhanh
VTS,VTS,Công ty Cổ phần Viglacera Từ Sơn,Vật liệu xây dựng & Nội thất
TPP,TPP,Công Ty Cổ Phần Tân Phú Việt Nam,Containers & Đóng gói
PHN,PHN,Công ty cổ phần Pin Hà Nội,Hàng điện & điện tử
NDN,NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,Bất động sản
PHP,PHP,Công ty Cổ phần Cảng Hải Phòng,"Kho bãi, hậu cần và bảo dưỡng"
VTV,VTV,CÔNG TY CỔ PHẦN NĂNG LƯỢNG VÀ MÔI TRƯỜNG VICEM,Vật liệu xây dựng & Nội thất
NDP,NDP,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm
PHR,PHR,Công ty Cổ phần Cao su Phước Hòa,"Nhựa, cao su & sợi"
VTX,VTX,Công ty cổ phần vận tải đa phương thức VIETRANSTIMEX,Dịch vụ vận tải
COM,COM,Công ty Cổ phần Vật Tư - Xăng Dầu,Phân phối hàng chuyên dụng
NDX,NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Xây dựng
D11,D11,Công ty Cổ phần Địa ốc 11,Bất động sản
PIA,PIA,Công ty cổ phần Tin học Viễn thông Petrolimex,Viễn thông cố định
PID,PID,Công ty Cổ phần Trang trí nội thất Dầu khí,Vật liệu xây dựng & Nội thất
PIC,PIC,Công ty Cổ phần Đầu tư Điện lực 3,Sản xuất & Phân phối Điện
NED,NED,Công ty cổ phần Đầu tư và Phát triển Điện Tây Bắc,Xây dựng
LAF,LAF,Công ty Cổ phần Chế biến hàng xuất khẩu Long An,Thực phẩm
LAI,LAI,Công ty Cổ phần Đầu tư xây dựng Long An IDICO,Xây dựng
CPC,CPC,Công ty Cổ phần Thuốc sát trùng Cần Thơ,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
PIT,PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,Bán lẻ phức hợp
